Index,AreaName,Price ($),lat,lng,Address,City
2512,Bendale,293000,43.773251,-79.255272,#1803 - 50 TOWN CENTRE CRT,Toronto
2513,Old East York,499000,43.687382,-79.339363,108 MARLOW AVE,Toronto
2514,Toronto,729000,43.827942,-79.273911,64 SEAMIST CRES,Toronto
2515,Milliken,499000,43.802181,-79.312622,#42 - 81 BROOKMILL BLVD,Toronto
2516,Cliffcrest,639000,43.723507,-79.238617,76 WILLAMERE DR,Toronto
2517,Humberlea,699999,43.722164,-79.537437,2864 WESTON RD,Toronto
2518,Willowdale,1388000,43.776905,-79.436813,11 MELTON GROVE ST,Toronto
2519,Riverdale,1650000,43.671024,-79.347015,616 LOGAN AVE,Toronto
2520,Glen Park,3250000,43.706696,-79.455482,1067 GLENCAIRN AV,Toronto
2521,Downtown,639000,43.643948,-79.401474,#1419 - 629 KING ST,Toronto
2522,Nortown,2500,43.727039,-79.431366,3415 Bathurst St,Toronto
2523,West Hill,239888,43.775337,-79.179039,"#21,22 - 4630 Kingston Rd",Toronto
2524,Rexdale,324900,43.724766,-79.616486,#2720 - 700 Humberwood Blvd,Toronto
2525,Woburn,299888,43.773685,-79.249619,#202 - 68 Grangeway Ave,Toronto
2526,Agincourt,459900,43.778576,-79.281662,153 Village Green Way,Toronto
2527,Cliffcrest,306000,43.725578,-79.23761,#265 - 60 ANN O&#39;REILLY RD,Toronto
2528,Cliffcrest,423000,43.725578,-79.23761,#1361 - 60 ANN O&#39;REILLY RD,Toronto
2529,Hillcrest Village,383000,43.801662,-79.353928,#117 - 3740 DON MILLS RD,Toronto
2530,Islington - City Centre West,309000,43.646942,-79.525818,#4003 - 7 MABELLE AVE,Toronto
2531,Islington - City Centre West,378500,43.646942,-79.525818,#2402 - 7 MABELLE AVE,Toronto
2532,West Hill,459900,43.763622,-79.197525,166 Celeste Dr,Toronto
2533,Woburn,799900,43.775688,-79.205589,4 PLOVER RD,Toronto
2534,Downtown,899000,43.660767,-79.365654,17 OAK ST,Toronto
2535,Bendale,599000,43.768238,-79.258598,37 DOERR RD,Toronto
2536,Rexdale,699900,43.724163,-79.573708,19 BOLGER PL,Toronto
2537,Rexdale,545000,43.747128,-79.591827,30 Vange Cres,Toronto
2538,Eatonville,899900,43.648071,-79.542839,1 Lochway Crt,Toronto
2539,Rexdale,649900,43.715919,-79.54454,36 Esmond Cres,Toronto
2540,Woburn,799000,43.782238,-79.225121,126 Pegasus Tr,Toronto
2541,Oakridge,849000,43.691143,-79.281982,19 Mansion Ave,Toronto
2542,Lambton,828888,43.663452,-79.490456,560 JANE ST,Toronto
2543,Rustic,750000,43.714989,-79.503326,45 Beckett Ave,Toronto
